Article_Author,Article_Link,Article_Origin_Link,Article_Summary,Article_Tag,Article_Time,Article_Title
作者：知道创宇404实验室,https://paper.seebug.org/898/,,ZoomEye专题：https://www.zoomeye.org/topic?id=Global-Detection-and-Analysis-of-Amplifi...,专题报告,2019年04月24日,【ZoomEye专题报告】DDoS 反射放大攻击全球探测分析
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/902/,原文链接：https://www.anquanke.com/post/id/176664,《.NET 高级代码审计（第一课）...,漏洞分析,2019年04月24日,.NET高级代码审计（第十课） ObjectStateFormatter反序列化漏洞
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/903/,原文链接：https://www.anquanke.com/post/id/176786,《.NET 高级代码审计（第一课）...,漏洞分析,2019年04月24日,.NET高级代码审计（第十一课） LosFormatter反序列化漏洞
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/901/,原文链接：https://www.anquanke.com/post/id/176519,《.NET 高级代码审计（第一课）...,漏洞分析,2019年04月24日,.NET高级代码审计（第九课） BinaryFormatter反序列化漏洞
作者：廖新喜,https://paper.seebug.org/900/,,按照惯例，Oracle发布了4月份的补丁，详情见链接(https:...,漏洞分析,2019年04月24日,Weblogic CVE-2019-2647等相关XXE漏洞分析
作者：LoRexxar'@知道创宇404实验室,https://paper.seebug.org/897/,,2019年4月11日，zdi博客公开了一篇A S...,404专栏,2019年04月19日,Drupal 1-click to RCE 分析
作者：Lucifaer,https://paper.seebug.org/896/,,Confluence Server and Data Center had a path ...,漏洞分析,2019年04月19日,Confluence 路径穿越漏洞分析（CVE-2019-3398）
作者：慢雾安全团队,https://paper.seebug.org/895/,,异形攻击实际上是一个所有...,区块链,2019年04月18日,冲突的公链！来自 P2P 协议的异形攻击漏洞
作者：国家互联网应急中心CNCERT,https://paper.seebug.org/894/,,当前，网络安全威胁日益突出，网络安全风险不断向政...,专题报告,2019年04月18日,2018年我国互联网网络安全态势报告
作者：lucifaer,https://paper.seebug.org/893/,,这个漏洞本来是上周一就分析完了，但是高版本无法造成rce这个问题着实困扰了我很久，在得出了一定的结论后才写完了这...,漏洞分析,2019年04月17日,Confluence 未授权 RCE 分析（CVE-2019-3396）
作者：Omegogogo,https://paper.seebug.org/892/,,放假和小伙伴们打了几把PUBG，大半年没碰，居然也意外地躺着吃了次鸡。吃鸡这个游戏果然得4个认识的人打(dai)战(dai)术(w...,经验心得,2019年04月15日,数据分析与可视化：谁是安全圈的吃鸡第一人
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/891/,原文链接：https://www.anquanke.com/post/id/176499  ,《.NET 高级代码审计（第一...,漏洞分析,2019年04月15日,.NET高级代码审计（第八课）SoapFormatter反序列化漏洞
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/890/,原文链接：https://www.anquanke.com/post/id/176226  ,《.NET 高级代码审计（第一...,漏洞分析,2019年04月15日,.NET高级代码审计（第七课） NetDataContractSerializer反序列化漏洞
作者：Hcamael@知道创宇404实验室,https://paper.seebug.org/889/,,本月Apache被公布了一个提权的漏洞，并且前天...,404专栏,2019年04月12日,Apache 提权漏洞(CVE-2019-0211)复现
作者：天融信阿尔法实验室,https://paper.seebug.org/888/,,在前几个月，Thinkphp连续爆发了多个严重漏洞。由...,漏洞分析,2019年04月10日,关于 ThinkPHP 5.1 框架结合 RCE 漏洞的深入分析
作者：PtGiraffe@银河安全实验室,https://paper.seebug.org/887/,,最近，在使用IDA Pro研究iOS应用的过...,二进制安全,2019年04月10日,使用 IDA Pro 的 REobjc 模块逆向 Objective-C 二进制文件
,https://paper.seebug.org/886/,,"On March 20, 201...",404 English Paper,2019年04月10日,Confluence Unauthorized RCE Vulnerability (CVE-2019-3396) Analysis
作者：360CERT,https://paper.seebug.org/885/,,从2.4....,漏洞分析,2019年04月10日,CVE-2019-0211：Apache HTTP 服务组件提权漏洞分析
作者：Badcode@知道创宇404实验室,https://paper.seebug.org/884/,,看到官方发布了预警，于是开始了...,404专栏,2019年04月08日,Confluence 未授权 RCE (CVE-2019-3396) 漏洞分析
作者：天融信阿尔法实验室,https://paper.seebug.org/883/,,最近爆出了IE浏览器和Edge浏览器跨域获取敏感信...,漏洞分析,2019年04月04日,关于 Microsoft Edge 和 IE 浏览器同源策略绕过漏洞分析
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/882/,原文链接：https://www.anquanke.com/post/id/175796  ,《.NET 高级代码审计（第一...,漏洞分析,2019年04月04日,.NET高级代码审计（第六课） DataContractSerializer反序列化漏洞
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/881/,原文链接：https://www.anquanke.com/post/id/174009  ,《.NET 高级代码审计（第一...,漏洞分析,2019年04月04日,.NET高级代码审计（第五课） .NET Remoting反序列化漏洞
,https://paper.seebug.org/880/,,XNU supports Shared Memory for inter process communication. The ker...,经验心得,2019年04月02日,XNU: Reference Count Leak in POSIX Shared Memory Object
作者博客：https://xax007.github.io,https://paper.seebug.org/879/,,3月26号 Google 安全开发人员 Matthew Garre...,404专栏,2019年04月02日,重现 TP-Link SR20 本地网络远程代码执行漏洞
作者：wjllz,https://paper.seebug.org/878/,,"Hello, 这是windows kernelexploit的第七篇, 也是这个阶段性的最后一篇. 接下来我想做一些挖洞的工作. 所以可能分析性...",二进制安全,2019年04月02日,Windows Kernel Exploit Part 7
作者：wjllz,https://paper.seebug.org/877/,,"Hello, 欢迎来到windows-kernel-exploit第六篇, 这是从windows 7撸到windows 10的下篇, 这一篇我们主...",二进制安全,2019年04月02日,Windows Kernel Exploit Part 6
作者：wjllz,https://paper.seebug.org/876/,,"Hello, 欢迎来到windows kernel explot第五篇. 在这一部分我们会讲述从windows 7到windows的各主流版本的利...",二进制安全,2019年04月02日,Windows Kernel Exploit Part 5
作者：wjllz,https://paper.seebug.org/875/,,"Hello, 欢迎来到windows kernel exploit第四篇, 这篇文章主要讲述在对MS-16-0198的利用当中进行的一次爬坑, 以...",二进制安全,2019年04月02日,Windows Kernel Exploit Part 4
作者: wjllz,https://paper.seebug.org/874/,,"DDCTF的学习在我github上面更新完了那个库, 由于我之前做过整数溢出的学习, 加上做第二题的时候已经知道这是一个整数溢出的漏洞, a...",二进制安全,2019年04月02日,Windows Kernel Exploit Part 3
作者: wjllz,https://paper.seebug.org/873/,,"Hello, 欢迎来到wind...",二进制安全,2019年04月01日,Windows Kernel Exploit Part 2
作者: wjllz,https://paper.seebug.org/872/,,"Hello, 欢迎来到wind...",二进制安全,2019年04月01日,Windows Kernel Exploit Part 1
,https://paper.seebug.org/871/,,ZoomEye Topic: https://www.zoomeye.org/topic?id=ZoomEye-series-report-V...,404 English Paper,2019年04月01日,Zoomeye Cyberspace Mapping——Impact of 2019 Venezuelan Blackouts on Its Network Critical Infrastructure and Important Information Systems
作者：启明星辰ADLab,https://paper.seebug.org/870/,,2018年10月，启明星辰ADLab发现浏览器We...,漏洞分析,2019年03月27日,WebAssembly 高危漏洞影响 Edge 和 Safari 浏览器
作者：知道创宇404实验室,https://paper.seebug.org/869/,,PDF...,404专栏,2019年03月27日,ZoomEye 网络空间测绘——委内瑞拉停电事件对其网络关键基础设施和重要信息系统影响
作者：CodeColorist,https://paper.seebug.org/868/,,10.13.6 和更早版本的...,漏洞分析,2019年03月26日,一行代码逃逸 Safari 沙箱
作者：[TSRC &amp; 腾讯蓝军] Mark4z5(小五),https://paper.seebug.org/867/,,一. 高悬的达摩克利...,经验心得,2019年03月26日,以攻促防：企业蓝军建设思考
作者：天融信阿尔法实验室,https://paper.seebug.org/866/,,在学习PHP的过程中发现有些PHP特性的东西不好理解，...,Web安全,2019年03月26日,PHP 内核层解析反序列化漏洞
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/865/,原文链接：https://www.anquanke.com/post/id/173652,《.NET 高级代码审计（第一课）...,漏洞分析,2019年03月20日,.NET高级代码审计（第四课） JavaScriptSerializer 反序列化漏洞
"作者：Najmeh Miramirkhani, Mahathi Priya Appini,...",https://paper.seebug.org/864/,,,经验心得,2019年03月20日,Spotless Sandboxes->Evading Malware Analysis Systems using Wear-and-Tear Artifacts
作者：天融信阿尔法实验室,https://paper.seebug.org/863/,,在复现分析Wordpress-5.0.0 RCE ...,经验心得,2019年03月20日,探究 PHP 中的 Mkdir 函数
作者：腾讯湛泸实验室,https://paper.seebug.org/862/,,近期谷歌威胁分析团队（Goo...,漏洞分析,2019年03月20日,CVE-2019-5786 Chrome 远程代码执行漏洞分析
"作者：腾讯安全玄武实验室 tomato, salt",https://paper.seebug.org/861/,,0x00 ...,漏洞分析,2019年03月19日,Ghidra 从 XXE 到 RCE
,https://paper.seebug.org/860/,,1 res://apds.dll/redirect.h...,404 English Paper,2019年03月19日,From http:// domain to res:// domain xss by using IE Adobe's PDF ActiveX plugin (CVE-2019-8160)
"作者：Abeer Alhuzali, Rigel Gjomemo, Birhanu Eshete, and V.N.",https://paper.seebug.org/859/,,单位：V...,经验心得,2019年03月18日,NAVEX->Precise and Scalable Exploit Generation for Dynamic Web Applications
作者：天融信阿尔法实验室,https://paper.seebug.org/858/,,2019年3月13号，RIPS又放了...,漏洞分析,2019年03月18日,WordPress-5.1.1-CSRF-To-RCE 安全事件详析
,https://paper.seebug.org/857/,,pocsuite仅用于安全测试目的。...,安全工具&安全开发,2019年03月15日,pocsuite3 开源发布
作者：成都应急响应中心-360核心安全,https://paper.seebug.org/856/,,2019年3月微软发布的补丁修复了...,漏洞分析,2019年03月15日,关于 CVE-2019-0808 内核提权漏洞的成因分析
作者：Orange Tsai,https://paper.seebug.org/855/,,在 Web Security 中，我...,漏洞分析,2019年03月15日,A Wormable XSS on HackMD!
作者：LoRexxar'@知道创宇404实验室,https://paper.seebug.org/854/,,2019年3月13日， RIPS团队公开了一篇关...,404专栏,2019年03月14日,聊聊 WordPress 5.1.1 CSRF to RCE 漏洞
作者：慢雾安全团队,https://paper.seebug.org/853/,,2019 年 3 月 10 日，我们捕获了 EOS DApp 上的一种新型攻击手法，一个帐号名为 fortherest12 的攻击者通过 har...,情报分析,2019年03月14日,EOS 假充值(hard_fail 状态攻击)红色预警细节披露与修复方案
作者：[Tencent Blade Team] 彦修,https://paper.seebug.org/852/,,本文不涉及常见的基于代码关键字匹配的GitHub监控。而是从GitHub的账户出发，通过人的关系来获得一些代码...,经验心得,2019年03月14日,旧树开新花——再谈 GitHub 监控
作者：Lucifaer,https://paper.seebug.org/851/,,0x...,漏洞分析,2019年03月14日,Attack Spring Boot Actuator via jolokia Part 2
作者：Lucifaer,https://paper.seebug.org/850/,,前段时间看到twitter上有国外的研究人员Exploiting Spring Boot Actuators这篇文...,漏洞分析,2019年03月14日,Attack Spring Boot Actuator via jolokia Part 1
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/849/,原文链接：https://www.anquanke.com/post/id/173151,《.NET 高级代码审计（第一课）...,经验心得,2019年03月13日,.NET高级代码审计（第三课）Fastjson反序列化漏洞
作者：yudan@慢雾安全团队,https://paper.seebug.org/848/,,昨日（2019年3月10日）凌晨，EOS游戏 V...,区块链,2019年03月12日,EOS 新型攻击手法之 hard_fail 状态攻击
作者：@flyyy,https://paper.seebug.org/847/,,35C3CTF中niklasb出了一道关于virtualbox逃逸的0...,CTF,2019年03月12日,48 小时逃逸 Virtualbox 虚拟机——记一次 CTF 中的 0day 之旅
作者：温酒,https://paper.seebug.org/846/,,之前测试的时候发现很多菜刀的马都不能用了，大马也几乎3/4不能正常在php7运行。网上百度也没有找到太多相关性的文章，就自己总结测试了一下关于安全性上的区...,经验心得,2019年03月12日,PHP7 和 PHP5 在安全上的区别
作者：k0shl,https://paper.seebug.org/845/,,今天结束了最后一篇漏洞分析的分享，意味着我在15-16年分析的98篇漏洞分析全...,经验心得,2019年03月12日,写在98篇漏洞分析之后
作者：n1nty @ 360 A-TEAM,https://paper.seebug.org/844/,,近期，因各种相关的漏洞与攻击方案，大家又开...,经验心得,2019年03月11日,红队与理论：Credential Relay 与 EPA
原文来自安全客，作者：Ivan1ee@360云影实验室,https://paper.seebug.org/843/,原文链接：https://www.anquanke.com/post/id/172920  ,《.NET 高级代码审计（第一...,经验心得,2019年03月11日,.NET 高级代码审计（第二课） Json.Net 反序列化漏洞
作者：天融信阿尔法实验室,https://paper.seebug.org/842/,,阿尔法实验在上一篇文章中向大家介绍了使用AFL开始...,二进制安全,2019年03月11日,AFL 漏洞挖掘技术漫谈（二）：Fuzz 结果分析和代码覆盖率
作者：天融信阿尔法实验室,https://paper.seebug.org/841/,,模糊测试（Fuzzing）技术作为漏洞挖掘最有效的...,二进制安全,2019年03月11日,AFL 漏洞挖掘技术漫谈（一）：用 AFL 开始你的第一次 Fuzzing
作者：启明星辰ADLab,https://paper.seebug.org/840/,,近期，启明星辰ADLab收到客户反馈：在使用微信的过程中疑似出现“中毒”现象，用户在群聊中收到“微信语音”，点开后却提示领取“流浪地...,情报分析,2019年03月11日,警惕：黑客利用“流浪地球票房红包”在微信中传播恶意诈骗广告
作者：启明星辰ADLab,https://paper.seebug.org/839/,,2019年2月中旬，启明星辰ADLab发现了一款全新的Android银行钓鱼木马，该木马将自身伪装成“Google Play”应用（见图1...,情报分析,2019年03月07日,“BankThief”- 针对波兰和捷克的新型银行钓鱼攻击
作者：[ Tencent Blade Team ] Cradmin,https://paper.seebug.org/838/,,0x1 大势所趋...,经验心得,2019年03月07日,AI 繁荣下的隐忧——Google Tensorflow 安全风险剖析
